RecordNumber,ACT_EFFORT,Model,,,,,,,,,,,,,,,,,,,,,,,Physical Delivered KLOC
1,117.6,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,33
2,117.6,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,31.1
3,31.2,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,9.5
4,36,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,8.4
5,25.2,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,10.6
6,8.4,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,2.7
7,10.8,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,4.6
8,352.8,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,73.3
9,72,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1.63,1.46,0.87,0.85,0.88,1,0.88,1,0.91,1.09,1,0.93,1,8
11,24,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,0.88,1,0.81,1,0.91,1.17,1,0.93,1,6.5
13,36,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,1,1,0.81,1,1.09,1.17,1,0.93,1,15
15,48,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,0.88,1,0.81,1,0.91,1.17,1,0.93,1,20
16,360,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,1,1,1,1,1.2,1.17,1,0.93,1,100
17,324,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1.46,0.87,0.85,0.76,1,0.81,1,0.91,1.17,1,0.93,1,150
18,60,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,0.88,1,0.88,1,0.91,1.17,1,0.93,1,50
19,48,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,0.9,1,1,1,0.87,0.85,0.88,1,0.81,1,0.91,1.17,1,0.93,1,20
24,90,cocomoII,2.48,2.03,2.83,1.1,6.24,1.1,1,1,1,1.11,1,1,1,0.88,1,0.88,1,1,1.17,1,0.93,1,15
25,210,cocomoII,2.48,2.03,2.83,1.1,6.24,1.1,1.17,1,1,1,1,1,1,0.88,1,0.88,1,1,1.17,1,0.93,1,38
26,48,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1,1,1,1,1,1,1,0.88,1,0.88,1,1,1.17,1,0.93,1,10
27,70,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,22.8
28,239,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,68.3
29,82,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,30.6
30,62,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,27.5
31,170,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,35.6
32,192,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,63.5
36,42,cocomoII,2.48,2.03,2.83,1.1,6.24,1.1,1.17,1,1,1,1,1,1,1,1,1,1,1,1.17,1,0.93,1,8
38,444,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1,1,1,1,1,1,0.88,1,1,1,0.91,1.09,1,0.93,1,90
39,42,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,1,1,1,1,1,1,1,1,1,1,1,1.17,1,0.93,1,8
40,114,cocomoII,2.48,2.03,2.83,1.1,6.24,1,1.17,1,1,1.11,1,1,1,1,1,1,1,1,1.17,1,0.93,1,16
44,973,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,0.87,1.14,1,1,1,1,0.85,1,1,0.88,1,1,1.17,1,0.93,1,287.7
45,400,cocomoII,2.48,2.03,2.83,1.1,6.24,1.1,1,1.14,1,1,1,0.87,1,0.88,1,0.88,1,0.91,1.17,1,0.93,1,79
47,420,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1,1,1,1,1,0.87,0.85,0.76,1,0.81,1.09,0.91,1.17,1,0.93,1,190
49,107,cocomoII,2.48,2.03,2.83,1.1,7.8,1.26,1.74,1,1,1.11,1.05,0.87,1,1,1,0.88,1,1,1.09,1,0.93,1,21
51,98.8,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1.17,1.14,1,1.29,1,1,0.85,0.88,1,0.88,1,0.91,1.17,1,0.93,1,13.6
52,155,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1.17,1.14,1,1.29,1,1,0.85,0.88,1,0.88,1,0.91,1.17,1,0.93,1,22.7
53,750,cocomoII,2.48,2.03,2.83,1.1,7.8,1.1,1.34,1,1,1.11,1.05,0.87,0.85,1,1,1,0.91,0.91,1,1,0.93,1,101
55,370,cocomoII,2.48,2.03,2.83,1.1,7.8,1.1,1.17,1,1,1.11,1.05,0.87,1,1,1,0.88,1,1,1,1,0.93,1,50
58,8.4,cocomoII,2.48,2.03,2.83,1.1,4.68,1.1,1.17,0.9,1,1,1,0.87,1,1,1,1,1,0.91,1.17,1.14,0.93,1,2
61,458,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.74,1,1,1.11,1.05,0.87,0.85,1,1,1,0.91,0.91,1.09,1,0.93,1.11,70
65,636,cocomoII,4.96,4.05,5.65,3.29,6.24,1.1,1.17,1,1,1.11,1,0.87,0.85,0.88,1,0.88,1,0.91,1.17,1,0.93,1.11,137
66,882,cocomoII,4.96,4.05,5.65,3.29,6.24,1.1,1.17,1,1,1.11,1,1.15,0.85,0.88,1,0.88,1,0.91,1.17,1,0.93,1.11,150
69,576,cocomoII,2.48,2.03,2.83,1.1,7.8,1.1,1.17,1,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,144
70,432,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1,0.9,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,151
71,72,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1.17,0.9,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,34
72,300,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1.17,1,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,98
73,300,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1.17,1,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,85
74,240,cocomoII,2.48,2.03,2.83,1.1,7.8,1,1,0.9,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,20
76,756,cocomoII,2.48,2.03,2.83,1.1,7.8,1.1,1.17,1.28,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,162
77,1200,cocomoII,2.48,2.03,2.83,1.1,7.8,1.1,1.34,1.14,1,1,1.17,0.87,0.85,0.88,1,0.88,0.91,0.91,1.17,1.14,0.93,1,352
79,409,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,1,1,1.11,1.05,0.87,0.85,1,1,1,0.91,0.91,1,1,0.93,1.11,60
80,703,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,1,1,1.11,1.05,0.87,0.85,1,1,1,0.91,0.91,1,1,0.93,1.11,100
81,1350,cocomoII,4.96,4.05,5.65,3.29,6.24,1.1,1.34,1.28,1,1.63,1.46,1.15,1,1,1,1,1.09,1.09,1.17,1,0.93,1.11,32
82,480,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.17,1.14,1,1.29,1.46,1.15,0.85,0.88,1,0.88,0.91,0.91,1.17,1,0.93,1.11,53
83,20.8,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1,1.14,1,1,1.46,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,6.5
84,599,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,0.9,1,1.29,1.46,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,41
85,124.8,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,0.9,1,1.29,1.05,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,29
86,574.7,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,0.9,1,1.29,1.46,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,75
87,67.7,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1.34,0.9,1,1.29,1.46,1.15,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,10
88,323.2,cocomoII,4.96,4.05,5.65,3.29,4.68,1.1,1,1.14,1,1,1.46,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,64
90,6,cocomoII,4.96,4.05,5.65,3.29,4.68,1,1,0.9,1,1,1.05,1.15,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,2.5
95,62.5,cocomoII,4.96,4.05,5.65,3.29,6.24,1.26,1.17,1.14,1,1.29,1.46,0.87,0.71,1,1,1,0.91,0.91,1.09,1,0.93,1.11,8
96,127.8,cocomoII,4.96,4.05,5.65,3.29,6.24,1.26,1.17,0.9,1,1.63,1.46,0.87,0.71,1,1,1,0.91,0.91,1.09,1,0.93,1.11,16
99,480,cocomoII,4.96,4.05,5.65,3.29,6.24,1.1,1.34,1,1,1.29,1.17,1.15,1,1,1,1,1.09,1.09,1.17,1,0.93,1.11,16.3
101,38,cocomoII,4.96,4.05,5.65,3.29,6.24,1.1,1.34,1,1,1.29,1.17,1.15,1,1,1,1,1.09,1.09,1.17,1,0.93,1.11,3
102,61.7,cocomoII,4.96,4.05,5.65,3.29,4.68,1,0.87,1.14,1,1,1.05,0.87,0.71,0.76,1,0.81,1.19,1.2,1.09,1,0.93,1.11,30
103,631,cocomoII,1.24,4.05,4.95,4.66,4.75,1.05,1.0425,0.95,0.95,1,1,0.87,0.925,0.91,1.1625,1.025,1.045,1,1.045,1,0.895,1.23,120
104,433,cocomoII,0.62,2.03,4.24,3.56,4.48,1,1,1,0.95,1,1,0.87,1,1,0.855,1,1,1,1.09,1,0.895,1,128
105,310,cocomoII,2.17,2.03,6.01,3.84,6.02,1.1,1.1275,1,0.95,1,1,1.15,0.92,0.94,1.06,0.956666667,0.9775,0.996666667,0.9,1.1,0.9475,0.91,50.8
106,108,cocomoII,2.17,2.03,6.01,3.84,6.02,1.1,1.1275,1,0.95,1,1,1.15,0.86,0.94,1.06,1.036666667,0.9775,0.95,0.9,1,0.9475,0.91,32
107,164,cocomoII,2.17,2.03,6.01,3.84,6.02,1.1,1.1275,1,0.95,1,1,1.15,1.016666667,0.94,1.06,1.036666667,0.9775,0.95,0.9,1,0.9475,0.91,38
108,153,cocomoII,4.96,4.05,5.65,3.29,2.84,1,1,1,1.07,1,1,1,0.815,0.79,0.81,1.13,1,1,1.11,1,0.86,1.0275,123.3
109,67,cocomoII,2.48,4.05,5.65,3.29,6.24,0.96,1.17,1,0.95,1,1,1.075,0.8875,0.88,1.205,0.91,0.955,0.9775,1,1,0.895,1.055,21.8
110,153,cocomoII,1.24,3.04,2.83,1.65,4.48,1,0.935,1,0.95,1,1,0.87,0.78,0.82,0.855,0.81,0.91,0.91,1.09,1,0.8775,1,189
111,531,cocomoII,2.48,2.03,2.83,1.1,4.68,1.076666667,1.016666667,1,1,1,1,1.006666667,0.93,0.93,1,1.05,1.103333333,1.03,0.936666667,1.08,0.93,1,234
113,196,cocomoII,2.48,2.03,2.83,1.1,4.68,1.15,1.016666667,1,1,1,1,0.99,0.93,0.966666667,1,0.886666667,0.95,1.02,0.83,1.08,0.93,1,128
115,223,CocomoII,4.96,4.05,4.24,2.19,3.19,1.1,1.34,1.14,1,1.29,1,0.87,1,1,1,1,0.91,1,1,1,0.86,1,21.844
117,295,CocomoII,4.96,5.07,4.24,2.19,3.12,1.26,1.34,1.28,1,1.29,1.05,0.87,1,1,1,1,0.91,1,1,1,0.86,1,43.46933333
118,284,CocomoII,4.96,4.05,4.24,2.19,3.19,1.1,1.34,1.14,1,1.29,1,0.87,1,1,1,1,0.91,1,1,1,0.86,1,18.143
119,126,CocomoII,4.96,4.05,4.24,2.19,3.19,1.1,1.34,1.14,1,1.29,1,0.87,1,1,1,1,0.91,1,1,1,0.86,1,21.24933333
rollup of 27-32,815,cocomoII,2.48,2.03,2.83,1.1,4.68,1,1.17,1.28,1,1.29,1.17,0.87,0.71,1,1,0.88,1.09,0.91,1,1.14,0.93,1,248.3
